rater_id,brief_id,confidence_rationale_on,confidence_rationale_off,collaboration_rationale_on,collaboration_rationale_off,combined_rationale_on,combined_rationale_off,delta_combined,rationale_condition
rater_03,brief-061,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-108,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-073,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-046,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-080,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-077,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-019,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-101,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-134,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-127,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-058,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-065,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-018,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-133,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-056,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-008,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-023,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-146,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-025,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-126,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-050,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-098,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-043,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-075,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-143,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-053,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-100,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-119,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-142,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-055,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-095,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-045,7,6,8,7,7.5,6.5,1,visible_vs_hidden
rater_03,brief-102,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-113,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-014,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-052,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-029,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-069,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-038,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-068,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-037,8,6,7,7,7.5,6.5,1,visible_vs_hidden
rater_03,brief-097,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-033,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-117,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-122,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-106,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-130,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-103,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-006,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-041,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-066,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-051,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-079,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-016,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-091,7,6,8,7,7.5,6.5,1,visible_vs_hidden
rater_03,brief-105,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-138,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-011,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-116,8,6,7,7,7.5,6.5,1,visible_vs_hidden
rater_03,brief-012,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-137,7,6,8,7,7.5,6.5,1,visible_vs_hidden
rater_03,brief-039,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-017,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-064,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-088,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-076,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-123,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-049,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-047,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-010,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-036,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-070,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-093,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-099,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-115,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-059,8,6,8,6,8,6,2,visible_vs_hidden
rater_03,brief-027,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-005,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-124,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-024,8,6,7,7,7.5,6.5,1,visible_vs_hidden
rater_03,brief-144,8,6,8,7,8,6.5,1.5,visible_vs_hidden
rater_03,brief-111,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-015,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-034,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_03,brief-083,8,6,8,7,8,6.5,1.5,visible_vs_hidden
rater_03,brief-048,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-022,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-002,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-090,8,6,7,7,7.5,6.5,1,visible_vs_hidden
rater_03,brief-062,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_03,brief-139,7,6,8,6,7.5,6,1.5,visible_vs_hidden
