rater_id,brief_id,confidence_rationale_on,confidence_rationale_off,collaboration_rationale_on,collaboration_rationale_off,combined_rationale_on,combined_rationale_off,delta_combined,rationale_condition
rater_02,brief-093,8,6,8,6,8,6,2,visible_vs_hidden
rater_02,brief-025,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-103,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-143,7,6,8,7,7.5,6.5,1,visible_vs_hidden
rater_02,brief-032,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-050,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-129,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-102,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-124,8,6,8,6,8,6,2,visible_vs_hidden
rater_02,brief-064,8,6,8,6,8,6,2,visible_vs_hidden
rater_02,brief-030,8,7,8,6,8,6.5,1.5,visible_vs_hidden
rater_02,brief-060,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-147,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-146,8,6,7,7,7.5,6.5,1,visible_vs_hidden
rater_02,brief-028,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-031,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-075,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-067,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-136,7,6,8,7,7.5,6.5,1,visible_vs_hidden
rater_02,brief-048,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-024,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-019,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-090,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-002,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-023,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-016,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-049,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-079,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-142,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-010,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-041,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-105,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-066,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-121,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-038,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-073,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-080,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-004,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-035,8,6,8,6,8,6,2,visible_vs_hidden
rater_02,brief-114,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_02,brief-077,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-104,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-027,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_02,brief-144,8,6,7,6,7.5,6,1.5,visible_vs_hidden
