rater_id,brief_id,confidence_rationale_on,confidence_rationale_off,collaboration_rationale_on,collaboration_rationale_off,combined_rationale_on,combined_rationale_off,delta_combined,rationale_condition
rater_01,brief-117,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-143,8,6,8,6,8,6,2,visible_vs_hidden
rater_01,brief-134,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_01,brief-110,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-018,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-013,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-035,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-129,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-020,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-015,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_01,brief-097,7,7,8,6,7.5,6.5,1,visible_vs_hidden
rater_01,brief-048,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-019,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-142,8,6,8,6,8,6,2,visible_vs_hidden
rater_01,brief-051,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-071,8,6,7,7,7.5,6.5,1,visible_vs_hidden
rater_01,brief-088,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-043,7,6,8,7,7.5,6.5,1,visible_vs_hidden
rater_01,brief-083,7,6,8,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-082,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-133,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-053,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_01,brief-016,8,6,8,6,8,6,2,visible_vs_hidden
rater_01,brief-150,7,6,8,7,7.5,6.5,1,visible_vs_hidden
rater_01,brief-060,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_01,brief-075,8,7,7,6,7.5,6.5,1,visible_vs_hidden
rater_01,brief-062,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-067,8,6,8,7,8,6.5,1.5,visible_vs_hidden
rater_01,brief-063,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-040,8,6,8,6,8,6,2,visible_vs_hidden
rater_01,brief-030,8,7,8,6,8,6.5,1.5,visible_vs_hidden
rater_01,brief-106,8,6,7,6,7.5,6,1.5,visible_vs_hidden
rater_01,brief-095,7,6,8,6,7.5,6,1.5,visible_vs_hidden
