rater_id,pair_id,brief_id,industry,comparison_type,preferred_output,premium_quality_A,premium_quality_B,business_alignment_A,business_alignment_B,distinctness_A,distinctness_B,confidence_collaboration_A,confidence_collaboration_B,time_to_acceptable_A_min,time_to_acceptable_B_min,evaluation_type
rater_03,brief-061::pair_ai_cdo_vs_sft,brief-061,saas,AI-CDO_vs_SFT,A,9,7,9,7,9,5,10,7,12,18,blind_comparison
rater_03,brief-110::pair_ai_cdo_vs_baseline,brief-110,ecommerce,AI-CDO_vs_Baseline,A,8,5,9,6,8,6,9,7,10,27,blind_comparison
rater_03,brief-019::pair_ai_cdo_vs_baseline,brief-019,healthcare,AI-CDO_vs_Baseline,A,8,6,10,5,10,6,8,7,12,21,blind_comparison
rater_03,brief-140::pair_ai_cdo_vs_baseline,brief-140,proptech,AI-CDO_vs_Baseline,A,10,5,10,6,9,5,8,5,10,24,blind_comparison
rater_03,brief-003::pair_ai_cdo_vs_sft,brief-003,edtech,AI-CDO_vs_SFT,A,10,5,9,7,10,7,10,7,9,18,blind_comparison
rater_03,brief-113::pair_ai_cdo_vs_sft,brief-113,government,AI-CDO_vs_SFT,A,10,5,10,7,10,7,10,6,11,18,blind_comparison
rater_03,brief-119::pair_sft_vs_baseline,brief-119,legal,SFT_vs_Baseline,B,7,6,8,7,7,7,8,6,16,16,blind_comparison
rater_03,brief-122::pair_sft_vs_baseline,brief-122,proptech,SFT_vs_Baseline,A,8,6,7,5,7,5,7,5,15,19,blind_comparison
rater_03,brief-148::pair_ai_cdo_vs_sft,brief-148,legal,AI-CDO_vs_SFT,A,9,7,9,5,9,6,8,6,9,23,blind_comparison
rater_03,brief-049::pair_ai_cdo_vs_baseline,brief-049,ecommerce,AI-CDO_vs_Baseline,A,8,6,9,5,8,6,8,5,12,20,blind_comparison
rater_03,brief-040::pair_ai_cdo_vs_sft,brief-040,consumer,AI-CDO_vs_SFT,A,9,6,10,5,10,6,10,7,10,26,blind_comparison
rater_03,brief-124::pair_ai_cdo_vs_sft,brief-124,healthcare,AI-CDO_vs_SFT,A,9,5,10,5,9,7,8,7,9,23,blind_comparison
rater_03,brief-130::pair_ai_cdo_vs_baseline,brief-130,media,AI-CDO_vs_Baseline,A,9,6,9,7,8,7,8,6,13,18,blind_comparison
rater_03,brief-069::pair_ai_cdo_vs_sft,brief-069,media,AI-CDO_vs_SFT,A,10,6,10,7,10,6,9,7,12,18,blind_comparison
rater_03,brief-059::pair_ai_cdo_vs_baseline,brief-059,manufacturing,AI-CDO_vs_Baseline,A,9,5,9,6,8,5,8,6,10,22,blind_comparison
rater_03,brief-127::pair_ai_cdo_vs_baseline,brief-127,proptech,AI-CDO_vs_Baseline,Tie,7,7,8,7,8,6,9,6,13,22,blind_comparison
rater_03,brief-034::pair_ai_cdo_vs_sft,brief-034,saas,AI-CDO_vs_SFT,A,9,6,10,5,10,6,10,7,8,21,blind_comparison
rater_03,brief-014::pair_ai_cdo_vs_baseline,brief-014,media,AI-CDO_vs_Baseline,A,8,7,10,5,8,5,8,6,9,27,blind_comparison
rater_03,brief-058::pair_ai_cdo_vs_baseline,brief-058,edtech,AI-CDO_vs_Baseline,A,9,5,10,6,10,6,9,7,9,21,blind_comparison
rater_03,brief-052::pair_sft_vs_baseline,brief-052,legal,SFT_vs_Baseline,A,8,6,8,7,7,6,7,6,12,19,blind_comparison
rater_03,brief-057::pair_ai_cdo_vs_baseline,brief-057,ecommerce,AI-CDO_vs_Baseline,A,9,6,10,6,9,5,9,5,12,25,blind_comparison
rater_03,brief-095::pair_ai_cdo_vs_sft,brief-095,ecommerce,AI-CDO_vs_SFT,A,10,7,10,6,9,5,10,7,8,25,blind_comparison
rater_03,brief-090::pair_ai_cdo_vs_baseline,brief-090,manufacturing,AI-CDO_vs_Baseline,A,8,7,10,7,10,5,9,5,11,26,blind_comparison
rater_03,brief-066::pair_sft_vs_baseline,brief-066,government,SFT_vs_Baseline,B,7,5,7,5,8,6,6,6,16,19,blind_comparison
rater_03,brief-069::pair_ai_cdo_vs_baseline,brief-069,manufacturing,AI-CDO_vs_Baseline,A,9,5,9,6,10,6,8,5,13,19,blind_comparison
rater_03,brief-136::pair_ai_cdo_vs_baseline,brief-136,saas,AI-CDO_vs_Baseline,A,10,7,10,6,9,7,8,6,9,27,blind_comparison
rater_03,brief-040::pair_sft_vs_baseline,brief-040,saas,SFT_vs_Baseline,Tie,8,5,7,6,8,6,7,7,15,20,blind_comparison
rater_03,brief-100::pair_ai_cdo_vs_sft,brief-100,consumer,AI-CDO_vs_SFT,A,9,5,9,7,10,5,10,5,8,18,blind_comparison
rater_03,brief-014::pair_ai_cdo_vs_sft,brief-014,healthcare,AI-CDO_vs_SFT,A,9,7,9,6,9,6,10,7,12,23,blind_comparison
rater_03,brief-042::pair_ai_cdo_vs_baseline,brief-042,manufacturing,AI-CDO_vs_Baseline,A,9,6,10,7,8,5,8,5,12,28,blind_comparison
rater_03,brief-026::pair_sft_vs_baseline,brief-026,media,SFT_vs_Baseline,A,8,7,7,7,7,7,7,7,16,21,blind_comparison
rater_03,brief-143::pair_sft_vs_baseline,brief-143,proptech,SFT_vs_Baseline,A,7,5,7,6,7,5,8,5,12,22,blind_comparison
rater_03,brief-056::pair_sft_vs_baseline,brief-056,nonprofit,SFT_vs_Baseline,B,8,7,8,7,7,5,6,6,14,22,blind_comparison
rater_03,brief-073::pair_ai_cdo_vs_baseline,brief-073,healthcare,AI-CDO_vs_Baseline,A,10,6,9,7,10,7,8,5,9,22,blind_comparison
rater_03,brief-032::pair_ai_cdo_vs_sft,brief-032,saas,AI-CDO_vs_SFT,A,9,6,10,5,10,7,9,6,12,24,blind_comparison
rater_03,brief-111::pair_sft_vs_baseline,brief-111,edtech,SFT_vs_Baseline,B,7,7,8,6,8,5,6,7,16,21,blind_comparison
rater_03,brief-068::pair_ai_cdo_vs_sft,brief-068,ecommerce,AI-CDO_vs_SFT,A,9,6,9,5,10,5,10,6,11,21,blind_comparison
rater_03,brief-094::pair_sft_vs_baseline,brief-094,edtech,SFT_vs_Baseline,A,7,6,7,5,7,7,6,7,13,22,blind_comparison
rater_03,brief-057::pair_ai_cdo_vs_sft,brief-057,media,AI-CDO_vs_SFT,A,10,6,9,6,10,6,9,7,9,25,blind_comparison
rater_03,brief-106::pair_ai_cdo_vs_baseline,brief-106,manufacturing,AI-CDO_vs_Baseline,A,9,7,9,7,10,6,9,7,12,27,blind_comparison
rater_03,brief-114::pair_ai_cdo_vs_sft,brief-114,nonprofit,AI-CDO_vs_SFT,A,10,7,9,7,9,7,9,7,12,23,blind_comparison
rater_03,brief-035::pair_ai_cdo_vs_baseline,brief-035,legal,AI-CDO_vs_Baseline,A,9,6,10,5,9,6,9,7,12,24,blind_comparison
rater_03,brief-049::pair_sft_vs_baseline,brief-049,media,SFT_vs_Baseline,A,7,6,8,6,8,5,8,6,14,16,blind_comparison
rater_03,brief-011::pair_ai_cdo_vs_baseline,brief-011,proptech,AI-CDO_vs_Baseline,A,10,6,10,7,9,5,8,6,10,28,blind_comparison
rater_03,brief-109::pair_ai_cdo_vs_baseline,brief-109,fintech,AI-CDO_vs_Baseline,Tie,7,7,7,8,10,7,9,5,13,22,blind_comparison
rater_03,brief-105::pair_ai_cdo_vs_baseline,brief-105,edtech,AI-CDO_vs_Baseline,A,10,6,10,6,8,5,8,7,9,22,blind_comparison
rater_03,brief-104::pair_ai_cdo_vs_sft,brief-104,fintech,AI-CDO_vs_SFT,A,9,6,9,5,9,5,8,5,9,24,blind_comparison
rater_03,brief-097::pair_ai_cdo_vs_sft,brief-097,ecommerce,AI-CDO_vs_SFT,A,9,5,9,6,10,5,10,7,9,23,blind_comparison
rater_03,brief-067::pair_ai_cdo_vs_baseline,brief-067,consumer,AI-CDO_vs_Baseline,Tie,8,7,7,8,10,6,8,7,10,27,blind_comparison
rater_03,brief-004::pair_sft_vs_baseline,brief-004,government,SFT_vs_Baseline,Tie,7,6,8,5,7,7,6,7,13,21,blind_comparison
rater_03,brief-030::pair_ai_cdo_vs_sft,brief-030,manufacturing,AI-CDO_vs_SFT,A,10,5,9,7,9,5,10,5,8,25,blind_comparison
rater_03,brief-093::pair_sft_vs_baseline,brief-093,healthcare,SFT_vs_Baseline,A,8,6,7,6,7,5,6,5,14,19,blind_comparison
rater_03,brief-122::pair_ai_cdo_vs_sft,brief-122,edtech,AI-CDO_vs_SFT,A,9,5,9,6,9,6,9,7,11,21,blind_comparison
rater_03,brief-093::pair_ai_cdo_vs_baseline,brief-093,media,AI-CDO_vs_Baseline,A,10,6,9,6,8,5,9,5,11,21,blind_comparison
rater_03,brief-047::pair_ai_cdo_vs_sft,brief-047,healthcare,AI-CDO_vs_SFT,A,9,5,9,5,9,6,8,7,10,18,blind_comparison
rater_03,brief-075::pair_ai_cdo_vs_baseline,brief-075,manufacturing,AI-CDO_vs_Baseline,Tie,8,7,8,7,10,7,8,5,13,23,blind_comparison
rater_03,brief-041::pair_sft_vs_baseline,brief-041,manufacturing,SFT_vs_Baseline,A,8,6,7,5,8,5,6,5,14,16,blind_comparison
rater_03,brief-037::pair_ai_cdo_vs_sft,brief-037,ecommerce,AI-CDO_vs_SFT,A,10,6,10,5,10,7,9,6,9,24,blind_comparison
rater_03,brief-106::pair_sft_vs_baseline,brief-106,consumer,SFT_vs_Baseline,Tie,8,5,7,6,8,5,6,7,14,22,blind_comparison
rater_03,brief-020::pair_ai_cdo_vs_baseline,brief-020,nonprofit,AI-CDO_vs_Baseline,A,10,6,10,7,10,6,9,7,9,24,blind_comparison
rater_03,brief-084::pair_ai_cdo_vs_sft,brief-084,manufacturing,AI-CDO_vs_SFT,A,10,6,9,7,10,6,10,6,12,21,blind_comparison
rater_03,brief-025::pair_ai_cdo_vs_baseline,brief-025,media,AI-CDO_vs_Baseline,A,8,6,10,5,8,5,9,6,10,19,blind_comparison
rater_03,brief-024::pair_ai_cdo_vs_sft,brief-024,fintech,AI-CDO_vs_SFT,A,9,5,10,7,9,5,9,6,10,26,blind_comparison
rater_03,brief-015::pair_ai_cdo_vs_sft,brief-015,government,AI-CDO_vs_SFT,A,9,6,9,5,9,6,8,7,11,21,blind_comparison
rater_03,brief-042::pair_sft_vs_baseline,brief-042,saas,SFT_vs_Baseline,A,7,5,7,7,7,7,6,7,13,18,blind_comparison
rater_03,brief-105::pair_ai_cdo_vs_sft,brief-105,fintech,AI-CDO_vs_SFT,A,10,5,9,6,9,6,8,5,9,23,blind_comparison
rater_03,brief-146::pair_ai_cdo_vs_baseline,brief-146,edtech,AI-CDO_vs_Baseline,A,9,7,9,5,9,7,8,5,13,27,blind_comparison
rater_03,brief-109::pair_sft_vs_baseline,brief-109,fintech,SFT_vs_Baseline,Tie,7,5,8,5,7,7,7,7,12,17,blind_comparison
rater_03,brief-046::pair_sft_vs_baseline,brief-046,legal,SFT_vs_Baseline,Tie,7,5,8,7,8,7,8,5,16,20,blind_comparison
rater_03,brief-150::pair_sft_vs_baseline,brief-150,legal,SFT_vs_Baseline,A,7,5,7,6,8,7,7,5,12,22,blind_comparison
rater_03,brief-048::pair_sft_vs_baseline,brief-048,fintech,SFT_vs_Baseline,A,7,7,8,7,8,6,7,5,12,21,blind_comparison
rater_03,brief-090::pair_ai_cdo_vs_sft,brief-090,government,AI-CDO_vs_SFT,A,10,7,10,5,9,7,9,6,9,18,blind_comparison
rater_03,brief-094::pair_ai_cdo_vs_sft,brief-094,manufacturing,AI-CDO_vs_SFT,A,9,7,9,5,10,5,8,6,10,24,blind_comparison
rater_03,brief-090::pair_sft_vs_baseline,brief-090,proptech,SFT_vs_Baseline,A,7,7,8,6,7,7,7,5,13,22,blind_comparison
rater_03,brief-005::pair_ai_cdo_vs_baseline,brief-005,government,AI-CDO_vs_Baseline,A,9,6,9,5,10,6,9,6,10,22,blind_comparison
rater_03,brief-062::pair_sft_vs_baseline,brief-062,media,SFT_vs_Baseline,B,8,7,7,6,8,6,8,7,15,21,blind_comparison
rater_03,brief-032::pair_sft_vs_baseline,brief-032,manufacturing,SFT_vs_Baseline,A,8,6,7,6,8,6,8,6,16,16,blind_comparison
rater_03,brief-039::pair_ai_cdo_vs_baseline,brief-039,consumer,AI-CDO_vs_Baseline,A,9,7,10,6,9,6,9,5,13,20,blind_comparison
rater_03,brief-138::pair_sft_vs_baseline,brief-138,manufacturing,SFT_vs_Baseline,A,8,7,7,6,7,6,7,5,16,16,blind_comparison
rater_03,brief-130::pair_ai_cdo_vs_sft,brief-130,consumer,AI-CDO_vs_SFT,A,9,5,9,7,9,7,9,7,8,19,blind_comparison
rater_03,brief-060::pair_ai_cdo_vs_baseline,brief-060,ecommerce,AI-CDO_vs_Baseline,A,9,5,9,6,9,6,8,5,10,18,blind_comparison
rater_03,brief-033::pair_sft_vs_baseline,brief-033,ecommerce,SFT_vs_Baseline,A,7,5,7,7,8,7,7,5,12,21,blind_comparison
rater_03,brief-091::pair_ai_cdo_vs_sft,brief-091,government,AI-CDO_vs_SFT,A,10,7,9,7,9,7,9,5,12,20,blind_comparison
rater_03,brief-101::pair_sft_vs_baseline,brief-101,consumer,SFT_vs_Baseline,A,8,5,8,5,7,5,8,5,12,20,blind_comparison
rater_03,brief-045::pair_ai_cdo_vs_baseline,brief-045,legal,AI-CDO_vs_Baseline,A,10,7,10,6,10,7,9,7,9,22,blind_comparison
rater_03,brief-053::pair_sft_vs_baseline,brief-053,fintech,SFT_vs_Baseline,B,7,5,7,6,7,6,6,5,13,22,blind_comparison
rater_03,brief-126::pair_ai_cdo_vs_baseline,brief-126,media,AI-CDO_vs_Baseline,A,8,5,9,7,9,5,9,6,11,26,blind_comparison
rater_03,brief-092::pair_ai_cdo_vs_baseline,brief-092,consumer,AI-CDO_vs_Baseline,Tie,8,7,8,7,9,6,8,5,13,22,blind_comparison
rater_03,brief-054::pair_ai_cdo_vs_sft,brief-054,edtech,AI-CDO_vs_SFT,A,10,7,9,5,10,5,9,5,10,26,blind_comparison
rater_03,brief-117::pair_ai_cdo_vs_baseline,brief-117,edtech,AI-CDO_vs_Baseline,A,8,7,9,5,8,6,8,5,10,25,blind_comparison
rater_03,brief-102::pair_ai_cdo_vs_baseline,brief-102,consumer,AI-CDO_vs_Baseline,A,8,6,10,5,9,7,8,7,12,23,blind_comparison
rater_03,brief-128::pair_ai_cdo_vs_sft,brief-128,edtech,AI-CDO_vs_SFT,A,10,6,9,7,9,6,8,7,12,24,blind_comparison
rater_03,brief-055::pair_ai_cdo_vs_baseline,brief-055,healthcare,AI-CDO_vs_Baseline,A,9,6,10,5,10,5,9,6,9,22,blind_comparison
rater_03,brief-113::pair_ai_cdo_vs_baseline,brief-113,edtech,AI-CDO_vs_Baseline,A,10,6,10,7,8,6,9,6,12,27,blind_comparison
rater_03,brief-123::pair_sft_vs_baseline,brief-123,fintech,SFT_vs_Baseline,A,8,6,7,6,8,6,7,5,15,18,blind_comparison
rater_03,brief-112::pair_ai_cdo_vs_baseline,brief-112,legal,AI-CDO_vs_Baseline,A,9,5,9,6,10,5,9,7,12,26,blind_comparison
rater_03,brief-139::pair_sft_vs_baseline,brief-139,government,SFT_vs_Baseline,Tie,8,6,8,5,7,6,7,5,12,22,blind_comparison
rater_03,brief-128::pair_sft_vs_baseline,brief-128,ecommerce,SFT_vs_Baseline,A,7,6,8,7,7,5,7,5,12,19,blind_comparison
rater_03,brief-020::pair_ai_cdo_vs_sft,brief-020,media,AI-CDO_vs_SFT,A,10,6,10,5,10,6,10,5,8,24,blind_comparison
rater_03,brief-089::pair_ai_cdo_vs_sft,brief-089,healthcare,AI-CDO_vs_SFT,A,9,6,9,6,9,7,10,7,11,24,blind_comparison
rater_03,brief-087::pair_ai_cdo_vs_baseline,brief-087,government,AI-CDO_vs_Baseline,A,9,5,9,7,10,6,9,5,10,25,blind_comparison
rater_03,brief-103::pair_ai_cdo_vs_baseline,brief-103,edtech,AI-CDO_vs_Baseline,A,8,6,10,5,8,5,9,5,12,22,blind_comparison
rater_03,brief-086::pair_sft_vs_baseline,brief-086,government,SFT_vs_Baseline,B,8,5,7,7,8,5,7,5,16,20,blind_comparison
rater_03,brief-001::pair_sft_vs_baseline,brief-001,nonprofit,SFT_vs_Baseline,Tie,7,7,8,7,8,5,6,5,12,18,blind_comparison
rater_03,brief-099::pair_ai_cdo_vs_sft,brief-099,fintech,AI-CDO_vs_SFT,A,10,5,10,5,9,5,8,6,11,21,blind_comparison
rater_03,brief-140::pair_ai_cdo_vs_sft,brief-140,nonprofit,AI-CDO_vs_SFT,A,10,5,9,7,10,7,9,6,9,21,blind_comparison
rater_03,brief-147::pair_sft_vs_baseline,brief-147,manufacturing,SFT_vs_Baseline,Tie,8,6,7,5,8,6,7,5,13,16,blind_comparison
rater_03,brief-119::pair_ai_cdo_vs_baseline,brief-119,consumer,AI-CDO_vs_Baseline,A,10,6,10,7,9,7,9,6,10,18,blind_comparison
rater_03,brief-092::pair_ai_cdo_vs_sft,brief-092,government,AI-CDO_vs_SFT,A,9,7,9,7,10,7,8,5,12,23,blind_comparison
rater_03,brief-052::pair_ai_cdo_vs_baseline,brief-052,edtech,AI-CDO_vs_Baseline,A,10,6,10,6,9,6,9,5,10,20,blind_comparison
rater_03,brief-129::pair_sft_vs_baseline,brief-129,proptech,SFT_vs_Baseline,A,8,7,7,7,8,5,7,6,14,22,blind_comparison
rater_03,brief-078::pair_sft_vs_baseline,brief-078,edtech,SFT_vs_Baseline,A,8,6,8,6,7,6,8,7,15,22,blind_comparison
rater_03,brief-059::pair_sft_vs_baseline,brief-059,saas,SFT_vs_Baseline,A,7,5,7,6,7,7,7,5,15,20,blind_comparison
rater_03,brief-143::pair_ai_cdo_vs_sft,brief-143,healthcare,AI-CDO_vs_SFT,A,10,7,10,7,10,7,8,5,11,22,blind_comparison
rater_03,brief-063::pair_ai_cdo_vs_sft,brief-063,consumer,AI-CDO_vs_SFT,A,9,5,10,5,9,6,8,5,9,21,blind_comparison
rater_03,brief-031::pair_sft_vs_baseline,brief-031,proptech,SFT_vs_Baseline,A,8,7,8,6,8,7,6,7,13,20,blind_comparison
rater_03,brief-050::pair_ai_cdo_vs_baseline,brief-050,legal,AI-CDO_vs_Baseline,Tie,7,7,7,8,8,6,8,5,12,23,blind_comparison
rater_03,brief-097::pair_sft_vs_baseline,brief-097,fintech,SFT_vs_Baseline,A,8,7,7,6,8,5,8,6,12,20,blind_comparison
rater_03,brief-054::pair_ai_cdo_vs_baseline,brief-054,fintech,AI-CDO_vs_Baseline,Tie,7,7,8,7,8,5,9,6,13,27,blind_comparison
rater_03,brief-072::pair_ai_cdo_vs_baseline,brief-072,government,AI-CDO_vs_Baseline,A,8,7,10,7,10,7,8,5,11,25,blind_comparison
rater_03,brief-113::pair_sft_vs_baseline,brief-113,consumer,SFT_vs_Baseline,Tie,7,5,8,7,7,6,6,6,13,18,blind_comparison
rater_03,brief-005::pair_ai_cdo_vs_sft,brief-005,government,AI-CDO_vs_SFT,A,9,6,10,7,9,7,10,7,8,23,blind_comparison
rater_03,brief-036::pair_sft_vs_baseline,brief-036,government,SFT_vs_Baseline,A,7,7,7,5,8,7,6,6,15,19,blind_comparison
rater_03,brief-025::pair_ai_cdo_vs_sft,brief-025,fintech,AI-CDO_vs_SFT,A,9,5,9,7,10,6,10,7,9,20,blind_comparison
rater_03,brief-015::pair_ai_cdo_vs_baseline,brief-015,manufacturing,AI-CDO_vs_Baseline,A,8,7,10,5,9,6,9,7,12,19,blind_comparison
rater_03,brief-075::pair_ai_cdo_vs_sft,brief-075,ecommerce,AI-CDO_vs_SFT,A,10,5,9,7,9,5,9,5,8,19,blind_comparison
rater_03,brief-095::pair_ai_cdo_vs_baseline,brief-095,legal,AI-CDO_vs_Baseline,A,8,5,10,7,8,5,9,7,9,25,blind_comparison
rater_03,brief-105::pair_sft_vs_baseline,brief-105,saas,SFT_vs_Baseline,A,7,7,8,5,8,7,6,5,14,21,blind_comparison
rater_03,brief-121::pair_sft_vs_baseline,brief-121,edtech,SFT_vs_Baseline,A,8,7,8,7,8,5,8,6,15,18,blind_comparison
